date,fips,lat,lon,tmax,tmin,prcp,wind_speed,fmc,fire_size
2025-05-09,6073.0,33.023604,-116.776117,30.7,16.2,0.0,19.8,110.0,3.6522617
2025-05-09,6075.0,37.727239,-123.032229,10.9,10.1,0.0,36.9,90.49573584427112,-1.7159761
2025-05-09,6077.0,37.934982,-121.272244,35.1,15.6,0.0,19.0,90.49573584427112,70.15343
2025-05-09,6079.0,35.388189,-120.448897,31.4,15.0,0.0,18.6,90.49573584427112,37.95019
2025-05-09,6081.0,37.414672,-122.371546,25.1,7.3,0.0,10.4,87.5,9.524069
2025-05-09,6083.0,34.536677,-120.038364,29.5,16.7,0.0,20.2,83.75,27.17037
2025-05-09,6085.0,37.221614,-121.68954,31.0,12.2,0.0,14.5,65.5,-2.8077283
2025-05-09,6087.0,37.012347,-122.007789,21.9,12.7,0.0,12.1,90.49573584427112,-6.9223323
2025-05-09,6089.0,40.760514,-122.043556,29.8,15.6,0.0,12.5,90.49573584427112,9.127618
2025-05-09,6091.0,39.576925,-120.521993,20.4,5.8,0.0,14.5,90.49573584427112,-2.241877
2025-05-09,6093.0,41.587986,-122.533287,27.4,8.5,0.0,15.0,90.49573584427112,-8.04542
2025-05-09,6095.0,38.267226,-121.939594,32.5,11.1,0.0,17.7,90.49573584427112,120.21348
2025-05-09,6097.0,38.525182,-122.92611,29.7,9.1,0.0,10.7,90.49573584427112,11.764046
2025-05-09,6099.0,37.562316,-121.002831,36.1,13.4,0.0,23.0,90.49573584427112,96.25457
2025-05-09,6101.0,39.03619,-121.70394,33.0,14.8,0.0,12.8,65.5,47.506493
2025-05-09,6103.0,40.126157,-122.232274,33.7,14.8,0.0,13.1,90.49573584427112,108.728905
2025-05-09,6105.0,40.647858,-123.114666,26.0,5.9,0.0,16.1,90.49573584427112,-7.329706
2025-05-09,6107.0,36.228834,-118.781055,29.5,17.0,0.0,12.5,90.49573584427112,25.312975
2025-05-09,6109.0,38.021434,-119.964733,22.2,10.4,0.0,18.5,90.49573584427112,8.348793
2025-05-09,6111.0,34.358748,-119.133145,30.9,18.1,0.0,11.3,90.49573584427112,6.076189
2025-05-09,6113.0,38.679609,-121.90275,32.6,14.6,0.0,14.1,90.49573584427112,59.835033
2025-05-09,6115.0,39.27013,-121.344259,30.1,14.1,0.0,11.1,90.49573584427112,27.77978
2025-05-10,6001.0,37.647139,-121.912488,26.2,12.3,0.0,14.0,52.0,-2.1952856
2025-05-10,6003.0,38.621783,-119.798352,18.9,6.9,0.0,23.2,90.49573584427112,1.8628036
2025-05-10,6005.0,38.443549,-120.653858,27.9,14.0,0.0,13.5,88.0,15.201908
2025-05-10,6007.0,39.665336,-121.603209,31.0,16.6,0.0,13.6,90.49573584427112,30.944674
2025-05-10,6009.0,38.191068,-120.554107,28.5,14.5,0.0,14.6,90.49573584427112,6.2903347
2025-05-10,6011.0,39.177739,-122.237563,33.4,16.5,0.0,24.8,210.0,82.40705
2025-05-10,6013.0,37.919479,-121.951543,27.1,9.5,0.0,16.6,90.49573584427112,6.5038905
2025-05-10,6015.0,41.749903,-123.980998,19.0,7.5,0.0,11.6,90.49573584427112,3.128232
2025-05-10,6017.0,38.785612,-120.534225,25.0,11.6,0.0,14.8,66.0,10.494988
2025-05-10,6019.0,36.761006,-119.655019,36.4,22.1,0.0,27.3,90.49573584427112,28.571178
2025-05-10,6021.0,39.602546,-122.4017,31.0,16.0,0.0,17.3,90.49573584427112,25.511988
2025-05-10,6023.0,40.706655,-123.926176,18.4,5.7,0.0,13.4,90.49573584427112,-3.7709727
2025-05-10,6025.0,33.040814,-115.3554,42.7,25.6,0.0,15.8,90.49573584427112,51.36811
2025-05-10,6027.0,36.56216,-117.404209,29.0,19.1,0.0,33.8,87.5,18.068325
2025-05-10,6029.0,35.346629,-118.729506,35.0,19.0,0.0,11.5,90.49573584427112,51.072144
2025-05-10,6031.0,36.072478,-119.81553,38.6,18.6,0.0,24.7,95.0,37.490894
2025-05-10,6033.0,39.108009,-122.745217,25.7,9.1,0.0,13.8,90.49573584427112,-1.666726
2025-05-10,6035.0,40.715287,-120.621223,20.5,6.0,0.0,27.4,90.49573584427112,0.39959693
2025-05-10,6037.0,34.196398,-118.261862,32.7,21.3,0.0,13.6,90.49573584427112,0.48451903
2025-05-10,6039.0,37.209821,-119.749802,32.4,19.2,0.0,15.6,90.49573584427112,17.263592
2025-05-10,6041.0,38.051367,-122.746396,23.3,8.3,0.0,19.0,90.49573584427112,-3.4354374
2025-05-10,6043.0,37.574343,-119.911721,29.9,16.6,0.0,14.9,90.49573584427112,10.637562
2025-05-10,6045.0,39.432388,-123.442881,22.3,5.4,0.0,16.6,90.49573584427112,-5.435668
2025-05-10,6047.0,37.194806,-120.722802,37.4,17.1,0.0,22.0,106.0,15.3572235
2025-05-10,6049.0,41.592918,-120.71837,22.6,10.1,0.0,29.0,90.49573584427112,8.392072
2025-05-10,6051.0,37.915836,-118.875167,19.3,7.9,0.0,29.0,90.49573584427112,0.7544711
2025-05-10,6053.0,36.240104,-121.315578,30.4,14.5,0.0,22.9,89.0,40.64366
2025-05-10,6055.0,38.5071,-122.325904,28.9,10.1,0.0,20.4,90.49573584427112,34.25925
2025-05-10,6057.0,39.297508,-120.771343,23.7,10.4,0.0,17.6,90.49573584427112,2.9908986
2025-05-10,6059.0,33.675687,-117.777207,29.5,18.7,0.0,14.9,92.33333333333331,7.6778693
2025-05-10,6061.0,39.062032,-120.722718,26.5,12.7,0.0,14.6,66.66666666666667,12.040069
2025-05-10,6063.0,39.992295,-120.824371,20.9,5.9,0.0,22.7,148.0,-1.6154733
2025-05-10,6065.0,33.729828,-116.002239,35.4,24.2,0.0,18.7,90.49573584427112,15.550591
2025-05-10,6067.0,38.450136,-121.344329,33.6,13.5,0.0,17.3,90.49573584427112,107.29177
